id_animal,fazenda,raca,categoria,idade_anos,ecc,dpp,peso_kg,touro,protocolo,thi,resultado_prenhez,perda_gestacional,custo_protocolo,custo_manutencao_dia,custo_nutricional,valor_bezerro,dias_abertos,receita_esperada,custo_manutencao_total,custo_total,margem_bruta,roi
BOV-00696,Fazenda São José,Nelore,Primípara,3.2,5.0,57,420,Touro_L,IATF,73.0,1,0,45,11.87,545.14,2225,57,2225,676.5899999999999,1266.73,958.27,75.64911228122804
BOV-00697,Fazenda Boa Vista,Senepol,Multípara,5.9,6.1,71,404,Touro_F,IATF,76.1,1,0,45,7.16,361.22,2449,71,2449,508.36,914.58,1534.42,167.77318550591528
BOV-00698,Fazenda São José,Nelore,Multípara,11.3,5.5,82,460,Touro_A,TE,69.3,1,0,180,7.53,422.53,2050,82,2050,617.46,1219.99,830.01,68.03416421446077
BOV-00699,Fazenda Santa Helena,Senepol,Multípara,8.0,3.3,63,460,Touro_G,IATF,61.4,0,0,45,6.81,599.05,2506,365,0,2485.6499999999996,3129.7,-3129.7,-100.0
BOV-00700,Fazenda São José,Angus,Multípara,9.2,8.1,30,556,Touro_C,IATF,80.7,1,0,45,8.77,553.72,3217,30,3217,263.09999999999997,861.8199999999999,2355.1800000000003,273.2798032071663
BOV-00701,Fazenda São José,Brangus,Primípara,3.3,6.2,52,438,Touro_A,Monta Natural,73.2,1,0,15,8.14,383.27,2520,52,2520,423.28000000000003,821.55,1698.45,206.73726492605442
BOV-00702,Fazenda Santa Helena,Angus,Multípara,9.0,4.0,41,476,Touro_G,IATF,73.0,1,0,45,9.32,554.14,2763,41,2763,382.12,981.26,1781.74,181.57674826243812
BOV-00703,Fazenda Boa Vista,Nelore,Multípara,7.1,5.1,30,399,Touro_G,IATF,77.4,0,0,45,8.65,544.42,2068,365,0,3157.25,3746.67,-3746.67,-100.0
BOV-00704,Fazenda Santa Helena,Nelore,Primípara,3.2,4.8,92,320,Touro_J,IATF + Repasse,68.0,1,0,60,6.09,324.58,2170,92,2170,560.28,944.8599999999999,1225.14,129.6636538746481
BOV-00705,Fazenda Santa Helena,Nelore,Multípara,9.1,6.8,62,407,Touro_C,IATF + Repasse,71.4,1,0,60,8.17,399.83,2344,62,2344,506.54,966.3699999999999,1377.63,142.55719858853237
BOV-00706,Fazenda Nova Aliança,Brangus,Novilha,2.4,4.3,0,369,Touro_F,IATF + Repasse,68.5,1,0,60,9.29,348.87,2284,0,2284,0.0,408.87,1875.13,458.6127620025925
BOV-00707,Fazenda Boa Vista,Angus,Multípara,6.3,4.9,31,490,Touro_D,IATF,70.9,0,0,45,7.84,555.5,3027,365,0,2861.6,3462.1,-3462.1,-100.0
BOV-00708,Fazenda Esperança,Brangus,Primípara,2.8,3.2,99,373,Touro_D,IATF + Repasse,69.7,1,0,60,6.67,447.95,2655,99,2655,660.33,1168.28,1486.72,127.25716437840245
BOV-00709,Fazenda Boa Vista,Nelore,Primípara,3.2,4.7,55,380,Touro_I,TE,68.7,1,0,180,7.38,339.79,2406,55,2406,405.9,925.69,1480.31,159.9142261448217
BOV-00710,Fazenda Esperança,Nelore,Multípara,7.3,4.9,66,443,Touro_G,IATF,74.3,1,0,45,8.7,602.92,2411,66,2411,574.1999999999999,1222.12,1188.88,97.28013615684222
BOV-00711,Fazenda Esperança,Angus,Multípara,9.0,5.6,39,507,Touro_F,Monta Natural,60.8,1,0,15,7.53,593.72,2564,39,2564,293.67,902.3900000000001,1661.61,184.13435432573496
BOV-00712,Fazenda São José,Senepol,Novilha,2.9,5.5,0,286,Touro_L,Monta Natural,79.9,0,0,15,9.66,341.46,2390,365,0,3525.9,3882.36,-3882.36,-100.0
BOV-00713,Fazenda São José,Brangus,Novilha,1.6,5.4,0,408,Touro_I,IATF + Repasse,67.7,1,0,60,10.27,359.97,2234,0,2234,0.0,419.97,1814.03,431.9427578160345
BOV-00714,Fazenda Boa Vista,Angus,Primípara,3.0,5.6,30,440,Touro_C,TE,74.9,0,0,180,6.92,543.96,2636,365,0,2525.8,3249.76,-3249.76,-100.0
BOV-00715,Fazenda Boa Vista,Angus,Multípara,5.5,6.0,30,473,Touro_L,TE,75.3,1,0,180,7.09,602.99,2707,30,2707,212.7,995.69,1711.31,171.87176731713686
BOV-00716,Fazenda Nova Aliança,Nelore,Multípara,8.0,6.2,48,325,Touro_D,Monta Natural,70.2,1,0,15,9.03,351.87,2719,48,2719,433.43999999999994,800.31,1918.69,239.74334945208736
BOV-00717,Fazenda Esperança,Senepol,Multípara,7.4,5.3,82,500,Touro_I,IATF,74.6,1,0,45,8.22,609.72,2710,82,2710,674.0400000000001,1328.7600000000002,1381.2399999999998,103.94954694602482
BOV-00718,Fazenda Nova Aliança,Brangus,Primípara,4.0,4.4,76,437,Touro_D,IATF,65.5,1,0,45,9.36,421.0,2244,76,2244,711.3599999999999,1177.36,1066.64,90.59590949242374
BOV-00719,Fazenda Santa Helena,Nelore,Multípara,5.9,5.4,63,359,Touro_G,Monta Natural,68.7,1,0,15,9.44,447.85,1847,63,1847,594.7199999999999,1057.57,789.4300000000001,74.64564993333775
BOV-00720,Fazenda Esperança,Angus,Primípara,3.7,5.5,30,465,Touro_I,Monta Natural,70.5,0,0,15,9.26,545.5,3509,365,0,3379.9,3940.4,-3940.4,-100.0
BOV-00721,Fazenda Nova Aliança,Nelore,Multípara,11.1,2.9,91,434,Touro_D,TE,74.7,1,0,180,7.42,524.25,2292,91,2292,675.22,1379.47,912.53,66.15076804859838
BOV-00722,Fazenda Santa Helena,Senepol,Novilha,2.9,6.3,0,409,Touro_I,IATF,70.0,1,1,45,8.84,399.26,2017,0,0,0.0,444.26,-444.26,-100.0
BOV-00723,Fazenda Santa Helena,Nelore,Primípara,4.4,5.3,74,378,Touro_G,Monta Natural,71.0,1,0,15,8.36,511.2,1970,74,1970,618.64,1144.84,825.1600000000001,72.07644736382377
BOV-00724,Fazenda Esperança,Brangus,Multípara,10.2,5.6,57,460,Touro_D,IATF,77.0,1,0,45,5.84,633.96,2136,57,2136,332.88,1011.84,1124.1599999999999,111.10056925996203
BOV-00725,Fazenda São José,Nelore,Novilha,2.9,5.9,0,314,Touro_C,TE,74.4,1,0,180,8.02,274.22,2161,0,2161,0.0,454.22,1706.78,375.760644621549
BOV-00726,Fazenda Esperança,Brangus,Multípara,5.9,2.4,88,484,Touro_F,TE,86.0,1,0,180,8.61,681.15,2650,88,2650,757.68,1618.83,1031.17,63.69847358895006
BOV-00727,Fazenda Santa Helena,Brangus,Multípara,5.6,5.0,91,429,Touro_C,IATF + Repasse,66.6,1,0,60,9.17,576.2,2992,91,2992,834.47,1470.67,1521.33,103.44468847532076
BOV-00728,Fazenda Esperança,Brangus,Primípara,2.5,6.8,93,394,Touro_G,IATF,64.3,1,0,45,8.48,467.78,2218,93,2218,788.64,1301.42,916.5799999999999,70.42922346360129
BOV-00729,Fazenda Santa Helena,Brangus,Primípara,3.9,5.0,65,427,Touro_A,IATF,83.5,1,0,45,8.31,358.07,2425,65,2425,540.15,943.22,1481.78,157.0980259112402
BOV-00730,Fazenda Santa Helena,Hereford,Multípara,11.5,5.1,34,421,Touro_G,Monta Natural,73.6,1,0,15,8.68,491.01,2802,34,2802,295.12,801.13,2000.87,249.7559696928089
BOV-00731,Fazenda Santa Helena,Nelore,Multípara,5.5,5.5,84,484,Touro_C,IATF + Repasse,80.0,1,0,60,8.95,545.96,2410,84,2410,751.8,1357.76,1052.24,77.49823238274806
BOV-00732,Fazenda Esperança,Nelore,Primípara,3.8,5.4,42,467,Touro_I,IATF,66.0,0,0,45,7.22,446.65,2544,365,0,2635.2999999999997,3126.95,-3126.95,-100.0
BOV-00733,Fazenda São José,Nelore,Primípara,4.0,5.7,108,372,Touro_F,TE,69.1,1,0,180,9.41,514.65,1648,108,1648,1016.28,1710.9299999999998,-62.929999999999836,-3.678116579871756
BOV-00734,Fazenda São José,Senepol,Multípara,11.4,5.2,60,385,Touro_G,IATF + Repasse,72.8,1,0,60,6.9,394.39,2557,60,2557,414.0,868.39,1688.6100000000001,194.45295316620414
BOV-00735,Fazenda Boa Vista,Nelore,Multípara,9.2,6.0,33,433,Touro_I,IATF,72.0,1,0,45,7.07,522.28,2348,33,2348,233.31,800.5899999999999,1547.41,193.28370326883925
BOV-00736,Fazenda Nova Aliança,Brangus,Novilha,3.0,7.3,0,361,Touro_F,IATF,71.5,1,0,45,7.54,402.66,2853,0,2853,0.0,447.66,2405.34,537.3140329714515
BOV-00737,Fazenda Boa Vista,Brangus,Primípara,3.2,6.0,45,477,Touro_J,IATF + Repasse,62.5,0,0,60,7.52,674.92,2586,365,0,2744.7999999999997,3479.72,-3479.72,-100.0
BOV-00738,Fazenda Esperança,Nelore,Multípara,6.8,8.3,30,389,Touro_K,IATF,71.3,0,0,45,9.22,447.61,2348,365,0,3365.3,3857.9100000000003,-3857.9100000000003,-100.0
BOV-00739,Fazenda Boa Vista,Nelore,Multípara,8.3,4.7,63,442,Touro_B,IATF,74.0,1,0,45,7.58,439.61,2637,63,2637,477.54,962.15,1674.85,174.07368913371096
BOV-00740,Fazenda Boa Vista,Nelore,Multípara,7.1,7.5,59,425,Touro_F,IATF + Repasse,70.0,1,0,60,7.65,554.84,2156,59,2156,451.35,1066.19,1089.81,102.21536499123044
BOV-00741,Fazenda São José,Angus,Multípara,4.0,4.6,30,453,Touro_F,TE,77.9,0,0,180,11.19,605.74,2844,365,0,4084.35,4870.09,-4870.09,-100.0
BOV-00742,Fazenda Boa Vista,Nelore,Multípara,9.9,5.9,51,430,Touro_B,TE,77.9,1,1,180,6.68,625.33,2180,51,0,340.68,1146.0100000000002,-1146.0100000000002,-100.0
BOV-00743,Fazenda Esperança,Nelore,Novilha,2.6,6.6,0,375,Touro_G,IATF,73.3,1,0,45,6.65,495.88,2096,0,2096,0.0,540.88,1555.12,287.51663955036236
BOV-00744,Fazenda São José,Hereford,Multípara,10.0,4.9,30,473,Touro_L,IATF + Repasse,67.6,1,0,60,7.65,394.82,2301,30,2301,229.5,684.3199999999999,1616.68,236.24620060790278
BOV-00745,Fazenda Santa Helena,Senepol,Novilha,2.0,6.1,0,364,Touro_I,Monta Natural,74.1,1,0,15,10.02,502.45,2398,0,2398,0.0,517.45,1880.55,363.426418011402
BOV-00746,Fazenda Nova Aliança,Nelore,Multípara,8.2,6.6,74,385,Touro_J,IATF,75.0,1,0,45,9.15,437.99,2411,74,2411,677.1,1160.0900000000001,1250.9099999999999,107.8287029454611
BOV-00747,Fazenda Boa Vista,Nelore,Primípara,3.2,4.3,68,436,Touro_D,IATF + Repasse,72.6,1,0,60,5.58,393.42,2393,68,2393,379.44,832.86,1560.1399999999999,187.32319957735993
BOV-00748,Fazenda São José,Nelore,Primípara,2.5,6.7,62,432,Touro_K,TE,67.5,1,0,180,10.13,641.49,2179,62,2179,628.0600000000001,1449.5500000000002,729.4499999999998,50.32251388361904
BOV-00749,Fazenda Nova Aliança,Brangus,Multípara,8.5,3.8,30,444,Touro_E,IATF,77.1,0,0,45,8.52,557.23,2602,365,0,3109.7999999999997,3712.0299999999997,-3712.0299999999997,-100.0
BOV-00750,Fazenda São José,Hereford,Multípara,5.0,7.8,52,465,Touro_F,IATF,74.6,1,0,45,7.63,662.44,2165,52,2165,396.76,1104.2,1060.8,96.06955261727947
BOV-00751,Fazenda Santa Helena,Nelore,Novilha,1.6,6.8,0,397,Touro_A,IATF + Repasse,69.6,1,0,60,8.94,366.97,2531,0,2531,0.0,426.97,2104.0299999999997,492.7816942642339
BOV-00752,Fazenda Nova Aliança,Nelore,Multípara,10.0,5.4,49,375,Touro_H,IATF,72.9,1,0,45,8.2,503.81,1595,49,1595,401.79999999999995,950.6099999999999,644.3900000000001,67.7869999263631
BOV-00753,Fazenda São José,Hereford,Primípara,2.5,4.6,76,464,Touro_L,IATF + Repasse,66.5,1,0,60,9.01,564.95,2306,76,2306,684.76,1309.71,996.29,76.06951157126386
BOV-00754,Fazenda Boa Vista,Brangus,Primípara,4.4,4.5,73,408,Touro_I,IATF + Repasse,60.7,1,0,60,5.64,436.73,2601,73,2601,411.71999999999997,908.45,1692.55,186.31184985414714
BOV-00755,Fazenda Santa Helena,Nelore,Multípara,8.1,5.3,79,491,Touro_A,IATF + Repasse,62.8,1,0,60,11.22,466.24,2371,79,2371,886.38,1412.62,958.3800000000001,67.84414775381916
BOV-00756,Fazenda Esperança,Brangus,Primípara,4.5,5.0,60,433,Touro_D,IATF,73.6,1,0,45,6.35,449.68,3048,60,3048,381.0,875.6800000000001,2172.3199999999997,248.07235519824587
BOV-00757,Fazenda São José,Nelore,Multípara,4.5,7.0,30,470,Touro_F,IATF + Repasse,70.2,0,0,60,8.07,551.72,2492,365,0,2945.55,3557.2700000000004,-3557.2700000000004,-100.0
BOV-00758,Fazenda São José,Nelore,Novilha,2.4,7.6,0,310,Touro_J,Monta Natural,74.5,0,0,15,7.7,407.07,2417,365,0,2810.5,3232.57,-3232.57,-100.0
BOV-00759,Fazenda Nova Aliança,Brangus,Multípara,6.8,5.7,84,410,Touro_A,IATF,77.0,1,0,45,9.35,453.12,2727,84,2727,785.4,1283.52,1443.48,112.46260284218398
BOV-00760,Fazenda Esperança,Hereford,Multípara,10.7,4.5,36,461,Touro_C,TE,74.1,0,0,180,6.39,495.47,1880,365,0,2332.35,3007.8199999999997,-3007.8199999999997,-100.0
BOV-00761,Fazenda Santa Helena,Angus,Primípara,3.2,4.5,47,461,Touro_G,IATF + Repasse,68.1,0,0,60,8.14,371.56,2941,365,0,2971.1000000000004,3402.6600000000003,-3402.6600000000003,-100.0
BOV-00762,Fazenda Boa Vista,Senepol,Primípara,3.0,4.8,69,390,Touro_H,IATF,74.5,1,0,45,7.47,571.16,2827,69,2827,515.43,1131.59,1695.41,149.82546682102176
BOV-00763,Fazenda Santa Helena,Angus,Multípara,10.9,4.3,67,510,Touro_H,IATF,69.7,1,0,45,6.39,683.15,2348,67,2348,428.13,1156.28,1191.72,103.06500155671637
BOV-00764,Fazenda Esperança,Brangus,Multípara,7.0,4.1,46,452,Touro_E,IATF,70.1,0,0,45,6.58,676.7,2658,365,0,2401.7,3123.3999999999996,-3123.3999999999996,-100.0
BOV-00765,Fazenda Santa Helena,Angus,Primípara,2.5,7.1,59,367,Touro_A,TE,78.3,1,0,180,7.75,530.03,2329,59,2329,457.25,1167.28,1161.72,99.52367898019328
BOV-00766,Fazenda São José,Hereford,Primípara,3.3,5.3,62,462,Touro_A,IATF + Repasse,75.4,1,0,60,10.1,648.69,2932,62,2932,626.1999999999999,1334.8899999999999,1597.1100000000001,119.64356613653561
BOV-00767,Fazenda Esperança,Senepol,Novilha,2.5,5.3,0,325,Touro_H,IATF,69.5,1,0,45,7.34,273.21,2215,0,2215,0.0,318.21,1896.79,596.0812042361963
BOV-00768,Fazenda Nova Aliança,Nelore,Novilha,1.9,6.7,0,326,Touro_E,Monta Natural,67.1,1,0,15,7.57,401.28,2913,0,2913,0.0,416.28,2496.7200000000003,599.769385990199
BOV-00769,Fazenda Boa Vista,Senepol,Primípara,3.4,3.8,98,472,Touro_K,IATF,80.3,0,0,45,8.07,452.06,2760,365,0,2945.55,3442.61,-3442.61,-100.0
BOV-00770,Fazenda Esperança,Hereford,Novilha,1.6,5.1,0,461,Touro_I,IATF + Repasse,71.7,1,0,60,7.01,653.27,2753,0,2753,0.0,713.27,2039.73,285.96884770143146
BOV-00771,Fazenda Santa Helena,Hereford,Multípara,8.7,4.5,59,447,Touro_A,IATF,65.1,1,0,45,9.82,614.11,2710,59,2710,579.38,1238.49,1471.51,118.81484711220922
BOV-00772,Fazenda Esperança,Nelore,Multípara,10.1,7.5,35,443,Touro_B,IATF,69.3,1,0,45,10.19,407.24,2438,35,2438,356.65,808.89,1629.1100000000001,201.40068488916913
BOV-00773,Fazenda Santa Helena,Hereford,Multípara,7.3,5.2,36,448,Touro_D,IATF + Repasse,61.5,1,0,60,9.78,605.04,2906,36,2906,352.08,1017.1199999999999,1888.88,185.70866761050812
BOV-00774,Fazenda Boa Vista,Hereford,Multípara,7.4,2.6,53,459,Touro_J,IATF + Repasse,56.3,0,0,60,9.05,684.3,2793,365,0,3303.2500000000005,4047.55,-4047.55,-100.0
BOV-00775,Fazenda Esperança,Nelore,Multípara,4.7,7.0,65,396,Touro_K,IATF + Repasse,77.7,1,0,60,8.14,415.9,1864,65,1864,529.1,1005.0,859.0,85.4726368159204
BOV-00776,Fazenda Santa Helena,Senepol,Multípara,5.6,5.1,72,371,Touro_G,TE,66.7,1,0,180,8.79,391.65,2736,72,2736,632.8799999999999,1204.5299999999997,1531.4700000000003,127.14253692311527
BOV-00777,Fazenda Santa Helena,Nelore,Multípara,5.2,3.3,63,424,Touro_D,TE,64.7,1,0,180,8.49,346.66,2043,63,2043,534.87,1061.53,981.47,92.45805582508267
BOV-00778,Fazenda Esperança,Nelore,Multípara,7.9,5.1,38,432,Touro_H,IATF + Repasse,68.6,1,0,60,8.57,565.45,1733,38,1733,325.66,951.1100000000001,781.8899999999999,82.20815678522987
BOV-00779,Fazenda Esperança,Angus,Multípara,8.2,6.1,49,453,Touro_G,IATF,70.0,1,1,45,6.23,624.61,2767,49,0,305.27000000000004,974.8800000000001,-974.8800000000001,-100.0
BOV-00780,Fazenda São José,Angus,Novilha,2.9,6.3,0,444,Touro_E,IATF + Repasse,68.4,1,0,60,10.1,369.69,2683,0,2683,0.0,429.69,2253.31,524.4036398333682
BOV-00781,Fazenda Esperança,Brangus,Multípara,4.6,7.7,78,443,Touro_G,IATF,66.6,1,0,45,7.11,647.53,2674,78,2674,554.58,1247.1100000000001,1426.8899999999999,114.41572916583138
BOV-00782,Fazenda São José,Nelore,Multípara,8.8,4.5,31,395,Touro_H,IATF,71.8,1,0,45,9.67,336.31,2120,31,2120,299.77,681.0799999999999,1438.92,211.27033534973867
BOV-00783,Fazenda Boa Vista,Senepol,Multípara,8.2,5.6,48,461,Touro_C,IATF + Repasse,70.6,1,0,60,7.2,552.37,2325,48,2325,345.6,957.97,1367.03,142.70071087821123
BOV-00784,Fazenda Boa Vista,Nelore,Multípara,8.1,4.7,74,358,Touro_C,IATF + Repasse,82.2,0,0,60,7.72,518.79,2352,365,0,2817.7999999999997,3396.5899999999997,-3396.5899999999997,-100.0
BOV-00785,Fazenda Santa Helena,Nelore,Multípara,11.0,3.6,81,456,Touro_B,Monta Natural,69.8,1,1,15,9.31,661.13,2365,81,0,754.11,1430.24,-1430.24,-100.0
BOV-00786,Fazenda Nova Aliança,Nelore,Multípara,5.6,6.6,55,404,Touro_D,Monta Natural,71.7,1,0,15,8.3,360.89,1692,55,1692,456.50000000000006,832.3900000000001,859.6099999999999,103.27010175518684
BOV-00787,Fazenda São José,Angus,Novilha,1.6,6.4,0,440,Touro_K,IATF,66.5,1,0,45,9.25,651.17,2720,0,2720,0.0,696.17,2023.83,290.7091658646595
BOV-00788,Fazenda Boa Vista,Senepol,Multípara,9.4,5.8,49,492,Touro_D,Monta Natural,75.9,1,0,15,6.55,486.74,2552,49,2552,320.95,822.69,1729.31,210.20189864955205
BOV-00789,Fazenda São José,Brangus,Primípara,3.2,5.4,43,456,Touro_D,Monta Natural,82.0,0,0,15,9.06,473.85,2337,365,0,3306.9,3795.75,-3795.75,-100.0
BOV-00790,Fazenda Nova Aliança,Hereford,Multípara,4.1,4.7,73,438,Touro_B,IATF + Repasse,71.4,0,0,60,7.23,557.39,2834,365,0,2638.9500000000003,3256.34,-3256.34,-100.0
BOV-00791,Fazenda Santa Helena,Nelore,Multípara,6.0,4.3,92,370,Touro_G,IATF + Repasse,68.2,1,0,60,7.36,325.03,2207,92,2207,677.12,1062.15,1144.85,107.78609424280938
BOV-00792,Fazenda São José,Angus,Novilha,2.0,6.0,0,343,Touro_J,TE,73.1,1,0,180,7.4,402.68,2749,0,2749,0.0,582.6800000000001,2166.3199999999997,371.78554266492745
BOV-00793,Fazenda São José,Angus,Novilha,2.4,6.9,0,444,Touro_C,Monta Natural,74.9,0,0,15,9.77,608.81,2596,365,0,3566.0499999999997,4189.86,-4189.86,-100.0
BOV-00794,Fazenda São José,Angus,Multípara,5.4,7.4,124,475,Touro_L,IATF,88.0,1,0,45,7.97,544.98,2681,124,2681,988.28,1578.26,1102.74,69.87061700860441
BOV-00795,Fazenda Santa Helena,Nelore,Novilha,2.1,6.6,0,316,Touro_J,IATF + Repasse,71.1,1,0,60,9.08,266.31,2521,0,2521,0.0,326.31,2194.69,672.5782231620238
BOV-00796,Fazenda Nova Aliança,Brangus,Primípara,3.5,5.0,77,425,Touro_A,Monta Natural,70.0,1,0,15,8.09,579.5,3012,77,3012,622.93,1217.4299999999998,1794.5700000000002,147.40642172445234
BOV-00797,Fazenda Nova Aliança,Angus,Multípara,7.7,5.8,58,523,Touro_B,IATF + Repasse,65.1,1,0,60,6.8,506.37,2556,58,2556,394.4,960.77,1595.23,166.03661646387792
BOV-00798,Fazenda São José,Brangus,Primípara,4.4,5.0,51,461,Touro_E,IATF,70.2,1,0,45,7.36,628.78,2548,51,2548,375.36,1049.1399999999999,1498.8600000000001,142.8655851459291
BOV-00799,Fazenda Esperança,Angus,Primípara,2.6,4.0,32,468,Touro_I,IATF + Repasse,69.5,0,0,60,7.87,681.74,2513,365,0,2872.55,3614.29,-3614.29,-100.0
BOV-00800,Fazenda Nova Aliança,Nelore,Multípara,11.6,5.5,64,446,Touro_D,Monta Natural,75.3,1,0,15,6.88,592.45,2175,64,2175,440.32,1047.77,1127.23,107.58372543592583
BOV-00801,Fazenda Esperança,Brangus,Novilha,2.4,4.9,0,387,Touro_F,Monta Natural,70.4,1,0,15,7.77,318.58,2677,0,2677,0.0,333.58,2343.42,702.5061454523653
BOV-00802,Fazenda Santa Helena,Nelore,Primípara,4.1,4.9,117,402,Touro_C,Monta Natural,65.9,0,0,15,9.05,507.2,2219,365,0,3303.2500000000005,3825.4500000000003,-3825.4500000000003,-100.0
BOV-00803,Fazenda São José,Hereford,Multípara,7.4,7.5,91,479,Touro_I,IATF + Repasse,65.7,0,0,60,7.92,474.45,1909,365,0,2890.8,3425.25,-3425.25,-100.0
BOV-00804,Fazenda São José,Brangus,Multípara,7.6,6.5,87,460,Touro_B,IATF + Repasse,69.5,1,0,60,7.63,432.07,2966,87,2966,663.81,1155.8799999999999,1810.1200000000001,156.6010312489186
BOV-00805,Fazenda Boa Vista,Nelore,Multípara,11.0,4.4,66,450,Touro_H,IATF,76.5,0,0,45,6.81,599.66,2055,365,0,2485.6499999999996,3130.3099999999995,-3130.3099999999995,-100.0
BOV-00806,Fazenda Esperança,Senepol,Multípara,11.2,5.4,68,454,Touro_K,IATF,73.1,1,0,45,7.19,455.22,2134,68,2134,488.92,989.1400000000001,1144.86,115.74296863942412
BOV-00807,Fazenda Nova Aliança,Angus,Multípara,5.9,4.5,30,445,Touro_C,Monta Natural,74.8,1,0,15,7.28,400.73,2547,30,2547,218.4,634.13,1912.87,301.65265797234
BOV-00808,Fazenda Nova Aliança,Nelore,Novilha,1.8,5.9,0,361,Touro_H,IATF,72.1,0,0,45,5.97,331.99,2517,365,0,2179.0499999999997,2556.04,-2556.04,-100.0
BOV-00809,Fazenda São José,Brangus,Novilha,2.2,6.8,0,390,Touro_C,Monta Natural,74.4,0,0,15,10.01,496.89,2813,365,0,3653.65,4165.54,-4165.54,-100.0
BOV-00810,Fazenda Santa Helena,Nelore,Primípara,4.3,5.7,85,414,Touro_K,IATF,69.9,1,1,45,8.41,463.77,2185,85,0,714.85,1223.62,-1223.62,-100.0
BOV-00811,Fazenda Nova Aliança,Hereford,Novilha,2.0,8.0,0,386,Touro_L,IATF,66.8,1,0,45,8.57,365.17,2680,0,2680,0.0,410.17,2269.83,553.3876197674135
BOV-00812,Fazenda Esperança,Hereford,Multípara,9.2,6.9,45,502,Touro_L,IATF,67.0,1,1,45,7.44,429.6,2319,45,0,334.8,809.4000000000001,-809.4000000000001,-100.0
BOV-00813,Fazenda Santa Helena,Senepol,Multípara,9.7,5.7,42,438,Touro_D,TE,66.7,1,1,180,9.39,637.76,2800,42,0,394.38,1212.1399999999999,-1212.1399999999999,-100.0
BOV-00814,Fazenda Nova Aliança,Angus,Novilha,2.7,6.5,0,429,Touro_H,IATF + Repasse,79.6,1,0,60,7.74,642.76,3075,0,3075,0.0,702.76,2372.24,337.560475838124
BOV-00815,Fazenda Nova Aliança,Angus,Multípara,8.5,5.3,51,462,Touro_J,IATF + Repasse,77.9,1,0,60,7.67,497.08,3190,51,3190,391.17,948.25,2241.75,236.40917479567625
BOV-00816,Fazenda São José,Brangus,Novilha,2.1,5.1,0,365,Touro_D,Monta Natural,69.4,1,0,15,8.14,355.54,2661,0,2661,0.0,370.54,2290.46,618.1410913801478
BOV-00817,Fazenda São José,Nelore,Primípara,4.4,6.3,62,414,Touro_K,Monta Natural,73.0,0,0,15,9.26,343.31,2558,365,0,3379.9,3738.21,-3738.21,-100.0
BOV-00818,Fazenda Boa Vista,Angus,Multípara,8.9,6.7,42,467,Touro_I,IATF,76.2,1,0,45,6.63,474.05,2531,42,2531,278.46,797.51,1733.49,217.36279168913245
BOV-00819,Fazenda Santa Helena,Angus,Primípara,4.0,4.8,70,538,Touro_I,IATF,68.5,1,0,45,7.99,649.86,2820,70,2820,559.3000000000001,1254.16,1565.84,124.8516935638196
BOV-00820,Fazenda Boa Vista,Nelore,Primípara,3.2,5.3,58,413,Touro_F,IATF + Repasse,71.3,1,0,60,5.3,482.01,2478,58,2478,307.4,849.41,1628.5900000000001,191.73190803027987
BOV-00821,Fazenda Esperança,Angus,Novilha,2.5,7.0,0,401,Touro_A,Monta Natural,66.3,1,0,15,7.08,436.25,3019,0,3019,0.0,451.25,2567.75,569.0304709141274
BOV-00822,Fazenda Santa Helena,Hereford,Primípara,3.0,5.8,72,473,Touro_I,TE,66.8,1,0,180,8.9,498.29,3183,72,3183,640.8000000000001,1319.0900000000001,1863.9099999999999,141.30271626651705
BOV-00823,Fazenda Boa Vista,Hereford,Multípara,6.0,3.7,30,451,Touro_I,Monta Natural,76.0,0,0,15,6.87,669.63,2516,365,0,2507.55,3192.1800000000003,-3192.1800000000003,-100.0
BOV-00824,Fazenda Boa Vista,Nelore,Multípara,9.7,5.8,54,457,Touro_G,IATF,72.4,0,0,45,7.57,525.64,2457,365,0,2763.05,3333.69,-3333.69,-100.0
BOV-00825,Fazenda São José,Nelore,Primípara,3.5,4.8,48,426,Touro_I,IATF,72.2,0,0,45,7.96,343.44,1840,365,0,2905.4,3293.84,-3293.84,-100.0
BOV-00826,Fazenda Nova Aliança,Nelore,Primípara,3.9,6.1,57,440,Touro_H,TE,78.8,1,0,180,7.43,567.37,1653,57,1653,423.51,1170.88,482.1199999999999,41.17586772342169
BOV-00827,Fazenda Boa Vista,Hereford,Multípara,6.2,6.7,63,452,Touro_I,IATF,69.4,0,0,45,7.38,546.13,2811,365,0,2693.7,3284.83,-3284.83,-100.0
BOV-00828,Fazenda Boa Vista,Nelore,Multípara,8.8,7.1,30,371,Touro_I,IATF,76.3,1,0,45,6.97,337.88,2735,30,2735,209.1,591.98,2143.02,362.0088516503936
BOV-00829,Fazenda Esperança,Brangus,Primípara,3.4,3.9,53,406,Touro_G,IATF,67.0,0,0,45,4.5,526.11,3043,365,0,1642.5,2213.61,-2213.61,-100.0
BOV-00830,Fazenda São José,Nelore,Primípara,3.7,4.2,81,379,Touro_F,IATF + Repasse,69.5,1,0,60,8.44,308.48,1940,81,1940,683.64,1052.12,887.8800000000001,84.38961335208913
BOV-00831,Fazenda Santa Helena,Brangus,Multípara,6.3,6.8,30,527,Touro_B,IATF,67.7,1,0,45,7.41,689.21,2600,30,2600,222.3,956.51,1643.49,171.82151780953677
