id_animal,fazenda,raca,categoria,idade_anos,ecc,dpp,peso_kg,touro,protocolo,thi,resultado_prenhez,perda_gestacional,custo_protocolo,custo_manutencao_dia,custo_nutricional,valor_bezerro,dias_abertos
BOV-01070,Fazenda Boa Vista,Brangus,Multípara,6.8,4.6,73,467,Touro_D,Monta Natural,62.5,1,0,15,7.23,598.58,2614,73
BOV-01071,Fazenda Boa Vista,Nelore,Novilha,2.4,6.6,0,273,Touro_I,IATF,69.6,0,0,45,6.59,404.12,2435,365
BOV-01072,Fazenda Santa Helena,Senepol,Novilha,2.0,8.1,0,364,Touro_K,Monta Natural,67.1,1,0,15,7.58,462.97,2542,0
BOV-01073,Fazenda Santa Helena,Nelore,Multípara,12.0,3.1,104,394,Touro_H,IATF,76.5,0,0,45,7.64,487.08,1500,365
BOV-01074,Fazenda Santa Helena,Angus,Primípara,4.0,4.8,68,415,Touro_H,TE,76.8,1,0,180,9.18,571.93,2744,68
BOV-01075,Fazenda Nova Aliança,Angus,Multípara,8.9,6.0,33,513,Touro_B,IATF,67.2,1,0,45,7.29,434.71,2817,33
BOV-01076,Fazenda Boa Vista,Brangus,Novilha,2.1,5.5,0,371,Touro_K,TE,66.3,1,0,180,6.33,411.82,2434,0
BOV-01077,Fazenda Boa Vista,Nelore,Multípara,8.9,6.5,50,439,Touro_E,IATF,81.4,0,0,45,6.18,483.48,2165,365
BOV-01078,Fazenda Esperança,Nelore,Multípara,6.7,4.5,30,440,Touro_B,IATF + Repasse,64.1,1,0,60,7.41,543.21,1866,30
BOV-01079,Fazenda Santa Helena,Hereford,Primípara,2.6,5.2,77,491,Touro_C,IATF,76.7,1,0,45,8.83,512.12,2372,77
BOV-01080,Fazenda Nova Aliança,Nelore,Multípara,7.2,4.9,86,372,Touro_H,IATF + Repasse,72.2,1,0,60,8.56,415.69,1938,86
BOV-01081,Fazenda Esperança,Hereford,Multípara,11.4,7.0,56,507,Touro_E,IATF,78.7,0,0,45,6.64,707.07,2593,365
BOV-01082,Fazenda Santa Helena,Angus,Primípara,3.8,4.3,37,451,Touro_D,IATF + Repasse,73.2,1,0,60,8.53,660.06,2578,37
BOV-01083,Fazenda Boa Vista,Brangus,Multípara,4.7,5.1,85,445,Touro_E,Monta Natural,68.8,1,0,15,4.61,506.8,2863,85
BOV-01084,Fazenda Nova Aliança,Brangus,Multípara,11.1,6.6,30,414,Touro_H,IATF,65.0,1,1,45,8.21,535.57,2766,30
BOV-01085,Fazenda Nova Aliança,Nelore,Novilha,1.9,5.2,0,364,Touro_J,IATF,65.2,0,0,45,7.47,430.65,2481,365
BOV-01086,Fazenda São José,Angus,Primípara,3.0,5.1,39,413,Touro_G,IATF + Repasse,64.4,1,0,60,6.91,581.22,2819,39
BOV-01087,Fazenda São José,Hereford,Primípara,3.1,3.2,66,461,Touro_F,IATF,71.3,0,0,45,7.87,453.26,2507,365
BOV-01088,Fazenda Santa Helena,Angus,Primípara,3.7,3.9,75,527,Touro_B,IATF + Repasse,76.9,1,0,60,8.42,740.13,2737,75
BOV-01089,Fazenda Nova Aliança,Senepol,Multípara,8.4,6.0,70,479,Touro_J,Monta Natural,66.5,1,0,15,7.37,555.91,2463,70
BOV-01090,Fazenda Santa Helena,Angus,Primípara,3.5,4.0,68,506,Touro_E,IATF,65.8,1,0,45,8.54,566.37,2991,68
BOV-01091,Fazenda Nova Aliança,Nelore,Multípara,9.7,4.8,104,391,Touro_J,IATF + Repasse,73.1,1,0,60,8.14,573.36,2092,104
BOV-01092,Fazenda São José,Nelore,Primípara,3.1,5.5,71,421,Touro_I,IATF,80.3,0,0,45,9.28,426.71,2135,365
BOV-01093,Fazenda São José,Senepol,Primípara,4.1,4.4,90,364,Touro_I,Monta Natural,76.6,0,0,15,8.92,312.2,2360,365
BOV-01094,Fazenda São José,Nelore,Multípara,5.4,6.5,79,411,Touro_I,Monta Natural,71.5,1,0,15,7.83,522.1,2387,79
BOV-01095,Fazenda Santa Helena,Hereford,Primípara,4.1,5.2,44,510,Touro_C,IATF,65.8,0,0,45,9.19,501.89,3368,365
BOV-01096,Fazenda Santa Helena,Hereford,Primípara,3.8,5.4,66,416,Touro_I,IATF,72.3,0,0,45,8.56,519.69,2958,365
BOV-01097,Fazenda Santa Helena,Nelore,Novilha,2.5,7.0,0,384,Touro_I,Monta Natural,77.3,0,0,15,7.07,322.25,2159,365
BOV-01098,Fazenda Santa Helena,Nelore,Primípara,3.5,5.3,112,431,Touro_E,Monta Natural,75.5,1,0,15,7.73,514.44,2375,112
BOV-01099,Fazenda Esperança,Brangus,Primípara,3.8,6.5,59,473,Touro_F,IATF,73.5,1,0,45,8.4,456.92,2023,59
BOV-01100,Fazenda Boa Vista,Nelore,Multípara,4.6,6.6,43,369,Touro_G,IATF,78.7,0,0,45,5.61,314.64,2204,365
BOV-01101,Fazenda Santa Helena,Hereford,Primípara,4.2,4.5,73,461,Touro_J,IATF,81.0,1,0,45,9.6,386.73,2635,73
BOV-01102,Fazenda Nova Aliança,Angus,Multípara,4.4,7.1,48,474,Touro_J,Monta Natural,77.0,0,0,15,10.14,696.92,2796,365
BOV-01103,Fazenda Nova Aliança,Angus,Multípara,5.2,5.8,40,524,Touro_J,IATF,60.0,0,0,45,7.4,516.55,3048,365
BOV-01104,Fazenda Nova Aliança,Brangus,Primípara,3.7,4.6,60,364,Touro_F,IATF + Repasse,77.8,1,0,60,7.21,439.45,2313,60
BOV-01105,Fazenda Nova Aliança,Nelore,Primípara,4.0,5.3,98,405,Touro_E,IATF,71.1,0,0,45,8.71,461.38,2587,365
BOV-01106,Fazenda Santa Helena,Angus,Multípara,4.6,6.8,56,489,Touro_A,IATF + Repasse,72.8,1,1,60,8.09,515.42,3018,56
BOV-01107,Fazenda Boa Vista,Nelore,Multípara,11.4,6.0,30,340,Touro_D,IATF,70.5,1,0,45,6.48,401.14,2435,30
BOV-01108,Fazenda Esperança,Nelore,Novilha,3.0,7.5,0,305,Touro_H,IATF,67.9,1,0,45,8.05,363.49,2203,0
BOV-01109,Fazenda Esperança,Angus,Primípara,3.7,6.1,39,377,Touro_H,Monta Natural,57.8,0,0,15,6.87,522.55,2730,365
BOV-01110,Fazenda Santa Helena,Hereford,Primípara,3.5,5.5,114,411,Touro_L,IATF,73.8,0,0,45,8.2,439.92,2673,365
BOV-01111,Fazenda Esperança,Nelore,Novilha,2.6,5.2,0,362,Touro_F,IATF,64.2,0,0,45,7.12,379.01,2131,365
BOV-01112,Fazenda Santa Helena,Angus,Multípara,6.6,5.3,54,488,Touro_C,TE,75.1,1,0,180,8.47,622.42,2807,54
BOV-01113,Fazenda Santa Helena,Brangus,Multípara,7.9,5.6,70,467,Touro_L,IATF,69.6,1,0,45,7.0,495.13,2709,70
BOV-01114,Fazenda São José,Nelore,Primípara,4.3,5.7,54,348,Touro_H,IATF,78.7,1,0,45,8.57,402.89,2583,54
BOV-01115,Fazenda São José,Nelore,Multípara,11.6,6.3,68,465,Touro_G,IATF,82.5,1,0,45,8.09,428.36,2023,68
BOV-01116,Fazenda São José,Senepol,Multípara,11.4,5.7,96,439,Touro_K,TE,71.2,1,0,180,8.0,438.43,2548,96
BOV-01117,Fazenda Santa Helena,Brangus,Primípara,3.0,5.1,56,431,Touro_I,IATF,68.9,1,0,45,10.0,405.5,2229,56
BOV-01118,Fazenda Nova Aliança,Angus,Novilha,1.8,6.6,0,438,Touro_C,IATF,67.6,1,0,45,10.2,608.15,2900,0
BOV-01119,Fazenda Boa Vista,Brangus,Multípara,6.4,4.5,71,420,Touro_K,IATF,74.7,1,0,45,6.01,570.61,2102,71
BOV-01120,Fazenda Santa Helena,Nelore,Multípara,7.5,7.5,30,429,Touro_F,IATF + Repasse,68.5,1,0,60,8.94,460.96,1932,30
BOV-01121,Fazenda Nova Aliança,Brangus,Multípara,6.5,3.0,110,477,Touro_A,Monta Natural,71.8,0,0,15,7.44,528.61,2501,365
BOV-01122,Fazenda Nova Aliança,Angus,Novilha,2.1,7.2,0,378,Touro_L,Monta Natural,66.4,1,0,15,8.63,411.05,2324,0
BOV-01123,Fazenda Nova Aliança,Angus,Novilha,2.4,6.0,0,426,Touro_H,IATF + Repasse,72.3,1,0,60,6.12,398.29,2569,0
BOV-01124,Fazenda Esperança,Nelore,Novilha,2.6,6.8,0,359,Touro_B,Monta Natural,82.0,1,0,15,6.85,484.05,2427,0
BOV-01125,Fazenda São José,Nelore,Multípara,9.9,5.9,66,416,Touro_E,TE,67.6,0,0,180,8.86,574.19,1532,365
BOV-01126,Fazenda São José,Nelore,Multípara,10.5,5.9,49,415,Touro_F,IATF + Repasse,72.1,1,0,60,7.05,509.18,2249,49
BOV-01127,Fazenda Santa Helena,Senepol,Novilha,1.5,6.4,0,381,Touro_D,IATF,74.9,1,0,45,8.78,502.73,2750,0
BOV-01128,Fazenda Boa Vista,Angus,Multípara,4.4,6.5,52,512,Touro_I,IATF,80.0,1,0,45,5.43,643.52,3374,52
BOV-01129,Fazenda Boa Vista,Angus,Multípara,10.3,5.1,47,483,Touro_C,IATF + Repasse,78.9,1,0,60,7.78,421.08,2512,47
BOV-01130,Fazenda Boa Vista,Nelore,Multípara,8.3,6.7,48,465,Touro_B,IATF,76.4,1,0,45,6.23,551.37,2205,48
BOV-01131,Fazenda Esperança,Nelore,Multípara,8.6,4.2,30,446,Touro_C,Monta Natural,74.4,0,0,15,6.95,465.12,2595,365
BOV-01132,Fazenda São José,Brangus,Novilha,1.6,6.0,0,308,Touro_E,IATF + Repasse,88.0,1,0,60,8.96,293.87,2340,0
BOV-01133,Fazenda Santa Helena,Angus,Multípara,6.0,6.5,57,424,Touro_A,IATF,76.2,1,0,45,8.19,536.53,2894,57
BOV-01134,Fazenda Santa Helena,Angus,Novilha,2.5,6.8,0,447,Touro_J,IATF + Repasse,73.7,1,0,60,8.78,635.71,3141,0
BOV-01135,Fazenda Esperança,Nelore,Primípara,4.2,5.5,67,380,Touro_L,Monta Natural,79.2,0,0,15,9.32,569.96,2562,365
BOV-01136,Fazenda Santa Helena,Brangus,Multípara,11.3,5.0,72,467,Touro_D,IATF,75.5,1,0,45,9.64,562.32,2579,72
BOV-01137,Fazenda Nova Aliança,Nelore,Multípara,8.0,6.6,46,466,Touro_A,Monta Natural,87.3,1,0,15,6.54,592.13,2152,46
BOV-01138,Fazenda São José,Nelore,Primípara,3.6,4.3,54,390,Touro_I,Monta Natural,68.6,1,0,15,8.2,489.84,2079,54
BOV-01139,Fazenda São José,Angus,Multípara,10.7,7.6,59,481,Touro_C,IATF + Repasse,71.7,1,0,60,8.71,618.82,2788,59
BOV-01140,Fazenda São José,Nelore,Multípara,8.3,5.4,30,385,Touro_B,Monta Natural,64.0,1,0,15,7.6,374.36,2727,30
BOV-01141,Fazenda Esperança,Nelore,Multípara,8.1,3.7,63,435,Touro_E,IATF + Repasse,71.3,0,0,60,7.65,396.54,2314,365
BOV-01142,Fazenda Boa Vista,Brangus,Novilha,2.9,5.0,0,403,Touro_A,Monta Natural,64.9,1,0,15,8.43,437.34,2023,0
BOV-01143,Fazenda Esperança,Brangus,Multípara,10.3,5.6,30,437,Touro_J,Monta Natural,72.7,0,0,15,7.15,492.12,2513,365
BOV-01144,Fazenda São José,Hereford,Primípara,4.3,5.1,92,403,Touro_G,IATF,67.8,1,0,45,9.25,537.73,3364,92
BOV-01145,Fazenda Boa Vista,Angus,Primípara,2.9,7.0,83,555,Touro_I,IATF,76.7,1,0,45,6.04,685.93,2897,83
BOV-01146,Fazenda Nova Aliança,Nelore,Primípara,3.5,4.0,51,386,Touro_A,Monta Natural,69.0,1,0,15,8.08,458.02,2071,51
BOV-01147,Fazenda Esperança,Nelore,Primípara,4.2,5.0,83,363,Touro_L,Monta Natural,76.3,1,0,15,7.28,417.07,1583,83
BOV-01148,Fazenda São José,Senepol,Multípara,4.9,4.2,62,468,Touro_H,TE,70.7,1,0,180,8.73,447.48,2899,62
BOV-01149,Fazenda Nova Aliança,Angus,Primípara,4.1,4.5,49,448,Touro_H,Monta Natural,79.1,0,0,15,7.38,475.31,3583,365
BOV-01150,Fazenda Nova Aliança,Brangus,Multípara,5.5,7.5,30,417,Touro_G,Monta Natural,71.4,0,0,15,9.02,365.53,2882,365
BOV-01151,Fazenda Esperança,Nelore,Novilha,2.7,5.1,0,359,Touro_J,IATF,69.4,0,0,45,8.05,303.74,2199,365
BOV-01152,Fazenda Esperança,Angus,Multípara,8.9,6.2,67,446,Touro_D,Monta Natural,61.1,1,0,15,8.14,360.92,2595,67
BOV-01153,Fazenda Esperança,Nelore,Multípara,5.5,6.0,40,483,Touro_L,IATF + Repasse,63.9,1,0,60,7.25,416.03,2183,40
BOV-01154,Fazenda Esperança,Angus,Multípara,7.8,5.5,87,500,Touro_G,IATF,76.5,1,0,45,7.42,608.22,2714,87
BOV-01155,Fazenda São José,Senepol,Multípara,9.5,6.1,60,429,Touro_B,IATF,64.3,1,0,45,8.27,634.95,2755,60
BOV-01156,Fazenda Esperança,Senepol,Multípara,9.1,4.1,42,444,Touro_F,IATF + Repasse,77.7,0,0,60,6.94,364.11,2710,365
BOV-01157,Fazenda Santa Helena,Angus,Multípara,7.4,7.5,104,516,Touro_L,IATF,69.4,1,0,45,8.06,695.69,2890,104
BOV-01158,Fazenda Nova Aliança,Angus,Multípara,11.2,7.8,74,487,Touro_K,Monta Natural,71.9,1,0,15,7.34,616.4,2924,74
BOV-01159,Fazenda Nova Aliança,Senepol,Novilha,2.3,6.0,0,445,Touro_E,IATF + Repasse,75.4,1,0,60,7.61,623.5,2243,0
BOV-01160,Fazenda Santa Helena,Brangus,Multípara,8.0,8.4,30,505,Touro_E,IATF,78.5,0,0,45,10.15,738.18,3102,365
BOV-01161,Fazenda Esperança,Nelore,Primípara,2.6,4.6,60,410,Touro_K,IATF,63.2,1,0,45,8.05,561.33,1920,60
BOV-01162,Fazenda Santa Helena,Angus,Primípara,4.3,5.4,42,413,Touro_H,IATF + Repasse,63.7,1,0,60,8.71,561.03,2619,42
BOV-01163,Fazenda Boa Vista,Nelore,Multípara,5.4,7.2,40,414,Touro_A,IATF,70.4,1,0,45,6.03,356.2,2446,40
BOV-01164,Fazenda Esperança,Angus,Primípara,3.6,4.5,67,469,Touro_H,IATF,79.2,1,0,45,6.49,493.04,2697,67
BOV-01165,Fazenda Santa Helena,Angus,Multípara,10.4,3.8,68,447,Touro_D,IATF,72.1,1,0,45,7.06,550.52,2818,68
BOV-01166,Fazenda Esperança,Angus,Primípara,2.9,3.4,75,502,Touro_J,IATF,79.0,1,1,45,8.84,407.6,2765,75
BOV-01167,Fazenda Esperança,Nelore,Novilha,2.3,7.6,0,301,Touro_F,IATF + Repasse,62.1,1,1,60,7.72,340.8,2382,0
BOV-01168,Fazenda São José,Nelore,Primípara,3.0,4.5,91,365,Touro_F,IATF + Repasse,68.6,1,0,60,8.55,294.12,1886,91
BOV-01169,Fazenda Santa Helena,Angus,Novilha,2.6,5.9,0,378,Touro_A,IATF,72.4,1,0,45,8.58,498.63,2995,0
BOV-01170,Fazenda Boa Vista,Hereford,Multípara,8.5,4.2,75,500,Touro_H,IATF + Repasse,65.6,1,0,60,7.57,492.99,2315,75
BOV-01171,Fazenda São José,Brangus,Primípara,4.2,5.9,81,398,Touro_D,IATF,65.1,0,0,45,7.72,528.73,3242,365
BOV-01172,Fazenda Nova Aliança,Nelore,Primípara,4.3,4.2,74,318,Touro_L,IATF + Repasse,67.2,1,0,60,8.31,361.26,1989,74
BOV-01173,Fazenda São José,Senepol,Novilha,2.5,5.6,0,404,Touro_I,IATF + Repasse,69.7,1,0,60,8.9,353.74,2457,0
BOV-01174,Fazenda Boa Vista,Senepol,Primípara,4.0,5.3,95,392,Touro_G,IATF,65.2,1,0,45,6.69,565.85,2136,95
BOV-01175,Fazenda São José,Nelore,Multípara,8.4,4.2,52,377,Touro_K,IATF,79.3,0,0,45,9.18,485.79,1971,365
BOV-01176,Fazenda São José,Nelore,Novilha,2.1,5.9,0,310,Touro_D,IATF + Repasse,73.2,1,0,60,10.02,405.19,1623,0
BOV-01177,Fazenda Esperança,Brangus,Multípara,9.2,7.2,52,529,Touro_L,IATF + Repasse,73.9,1,0,60,9.74,508.69,2369,52
BOV-01178,Fazenda Santa Helena,Hereford,Multípara,11.3,6.0,30,444,Touro_A,IATF + Repasse,73.7,1,1,60,9.21,394.23,2568,30
BOV-01179,Fazenda Esperança,Senepol,Multípara,7.3,5.7,86,435,Touro_I,Monta Natural,81.5,0,0,15,5.61,638.64,2869,365
BOV-01180,Fazenda São José,Hereford,Multípara,6.5,5.8,58,452,Touro_J,Monta Natural,84.1,1,0,15,9.34,471.17,3064,58
BOV-01181,Fazenda Nova Aliança,Brangus,Novilha,2.1,5.7,0,331,Touro_F,IATF,70.3,0,0,45,7.93,319.12,2756,365
BOV-01182,Fazenda Boa Vista,Angus,Primípara,3.4,7.0,128,420,Touro_F,Monta Natural,75.2,0,0,15,8.04,594.25,2322,365
BOV-01183,Fazenda São José,Nelore,Multípara,4.6,4.5,49,368,Touro_A,IATF + Repasse,70.2,1,0,60,9.31,413.76,2213,49
BOV-01184,Fazenda Nova Aliança,Nelore,Multípara,8.0,5.8,62,458,Touro_E,IATF + Repasse,77.3,0,0,60,8.19,576.12,2365,365
BOV-01185,Fazenda Santa Helena,Angus,Multípara,8.0,5.6,73,484,Touro_D,IATF,80.5,1,0,45,8.49,477.41,2459,73
BOV-01186,Fazenda Nova Aliança,Brangus,Multípara,8.7,6.7,32,559,Touro_K,Monta Natural,72.0,1,0,15,7.84,826.42,2269,32
BOV-01187,Fazenda Esperança,Angus,Primípara,3.2,6.1,77,422,Touro_A,Monta Natural,77.7,1,0,15,7.56,477.63,2787,77
BOV-01188,Fazenda Santa Helena,Brangus,Novilha,2.4,6.0,0,346,Touro_G,Monta Natural,70.0,0,0,15,11.0,379.58,2984,365
BOV-01189,Fazenda Boa Vista,Nelore,Multípara,11.0,5.8,60,481,Touro_D,Monta Natural,79.0,0,0,15,6.59,406.56,2428,365
BOV-01190,Fazenda Esperança,Angus,Multípara,11.6,5.9,52,522,Touro_C,IATF + Repasse,66.7,1,0,60,6.74,676.31,2388,52
BOV-01191,Fazenda Santa Helena,Nelore,Primípara,3.7,2.7,93,405,Touro_B,IATF + Repasse,65.6,0,0,60,8.48,477.38,2323,365
BOV-01192,Fazenda São José,Angus,Multípara,4.3,3.6,37,435,Touro_H,IATF,75.6,1,0,45,7.27,642.21,2998,37
BOV-01193,Fazenda Boa Vista,Brangus,Primípara,4.4,4.4,75,500,Touro_E,IATF + Repasse,78.9,1,0,60,5.47,444.67,2525,75
BOV-01194,Fazenda São José,Brangus,Primípara,3.9,4.4,99,427,Touro_J,Monta Natural,75.9,0,0,15,7.71,458.48,2405,365
BOV-01195,Fazenda Santa Helena,Senepol,Multípara,6.7,4.1,42,423,Touro_I,Monta Natural,78.4,0,0,15,7.58,413.62,2400,365
BOV-01196,Fazenda Nova Aliança,Nelore,Multípara,5.2,6.4,52,466,Touro_E,IATF,66.9,1,0,45,11.12,590.58,2583,52
BOV-01197,Fazenda Nova Aliança,Angus,Primípara,2.8,5.0,116,449,Touro_J,IATF,71.6,0,0,45,7.0,381.73,2773,365
BOV-01198,Fazenda Nova Aliança,Nelore,Novilha,1.8,5.8,0,293,Touro_L,TE,62.5,1,0,180,7.91,437.98,2467,0
BOV-01199,Fazenda Esperança,Angus,Novilha,1.6,5.0,0,402,Touro_A,IATF + Repasse,64.8,1,0,60,6.81,522.61,2763,0
BOV-01200,Fazenda Santa Helena,Hereford,Multípara,11.2,5.4,71,439,Touro_J,Monta Natural,80.7,1,0,15,8.56,468.36,2905,71
BOV-01201,Fazenda Esperança,Brangus,Primípara,3.6,2.4,59,310,Touro_E,IATF + Repasse,69.8,1,0,60,9.01,327.93,3315,59
BOV-01202,Fazenda Santa Helena,Hereford,Multípara,9.6,5.3,80,435,Touro_E,IATF,83.1,0,0,45,9.93,494.31,2147,365
BOV-01203,Fazenda Santa Helena,Nelore,Multípara,10.6,5.6,45,399,Touro_H,IATF + Repasse,73.0,1,0,60,7.88,514.11,2067,45
BOV-01204,Fazenda Boa Vista,Hereford,Multípara,10.3,5.8,30,424,Touro_F,IATF + Repasse,70.7,0,0,60,6.59,514.75,2901,365
BOV-01205,Fazenda São José,Nelore,Primípara,4.3,3.4,97,413,Touro_K,Monta Natural,70.5,1,0,15,9.63,470.33,1786,97
BOV-01206,Fazenda Esperança,Hereford,Multípara,11.7,5.8,32,439,Touro_E,IATF,78.0,1,0,45,8.19,411.25,2920,32
BOV-01207,Fazenda Esperança,Nelore,Primípara,3.4,4.0,119,409,Touro_H,TE,71.3,1,0,180,7.42,376.96,2549,119
BOV-01208,Fazenda Boa Vista,Nelore,Novilha,2.9,5.4,0,291,Touro_A,IATF,72.3,0,0,45,7.65,419.34,1706,365
BOV-01209,Fazenda Boa Vista,Angus,Novilha,2.6,6.6,0,436,Touro_E,IATF,73.9,1,0,45,5.85,517.16,3175,0
BOV-01210,Fazenda Nova Aliança,Senepol,Primípara,2.6,7.0,60,359,Touro_C,IATF + Repasse,63.9,1,0,60,6.93,432.93,2232,60
BOV-01211,Fazenda Boa Vista,Nelore,Multípara,9.5,5.6,113,326,Touro_E,Monta Natural,72.6,1,0,15,6.5,359.57,2688,113
BOV-01212,Fazenda São José,Nelore,Novilha,2.5,5.3,0,389,Touro_C,IATF + Repasse,71.7,0,0,60,7.93,504.02,2231,365
BOV-01213,Fazenda Santa Helena,Hereford,Novilha,2.9,6.2,0,356,Touro_D,IATF + Repasse,74.7,0,0,60,9.13,484.56,2881,365
BOV-01214,Fazenda Esperança,Nelore,Multípara,7.0,6.6,30,490,Touro_K,IATF + Repasse,78.0,0,0,60,5.46,533.06,1843,365
BOV-01215,Fazenda Esperança,Nelore,Novilha,2.4,6.5,0,363,Touro_I,IATF,70.6,1,0,45,7.35,303.77,1880,0
BOV-01216,Fazenda Santa Helena,Angus,Multípara,4.1,8.8,85,512,Touro_B,IATF + Repasse,75.0,1,0,60,8.2,500.06,2393,85
BOV-01217,Fazenda Santa Helena,Nelore,Primípara,3.2,4.3,79,432,Touro_J,IATF,63.9,1,0,45,8.86,594.06,2123,79
BOV-01218,Fazenda Esperança,Senepol,Novilha,1.6,6.2,0,365,Touro_L,IATF,84.0,1,0,45,7.24,435.13,2435,0
BOV-01219,Fazenda São José,Brangus,Multípara,8.2,7.4,80,465,Touro_A,IATF,81.2,1,0,45,9.5,658.86,3018,80
BOV-01220,Fazenda Boa Vista,Angus,Novilha,2.7,7.2,0,451,Touro_L,Monta Natural,70.0,0,0,15,6.45,481.32,2631,365
BOV-01221,Fazenda Nova Aliança,Senepol,Multípara,5.7,3.2,84,444,Touro_D,IATF,72.6,1,0,45,7.09,453.09,2385,84
BOV-01222,Fazenda Santa Helena,Angus,Primípara,3.6,5.0,60,421,Touro_H,IATF,58.9,0,0,45,7.82,337.22,2897,365
BOV-01223,Fazenda Boa Vista,Nelore,Novilha,1.8,7.2,0,363,Touro_E,Monta Natural,76.0,1,0,15,6.8,336.19,2444,0
BOV-01224,Fazenda Nova Aliança,Nelore,Novilha,1.7,8.3,0,255,Touro_I,IATF,67.6,1,0,45,7.39,263.83,2107,0
BOV-01225,Fazenda Boa Vista,Angus,Novilha,2.3,6.6,0,453,Touro_J,IATF,62.2,1,0,45,6.27,387.59,3157,0
BOV-01226,Fazenda São José,Nelore,Novilha,1.6,5.7,0,394,Touro_C,IATF,74.1,1,0,45,6.96,481.95,2058,0
BOV-01227,Fazenda Boa Vista,Senepol,Multípara,8.7,4.3,30,488,Touro_I,IATF + Repasse,66.6,1,0,60,8.12,728.49,2273,30
BOV-01228,Fazenda Boa Vista,Brangus,Primípara,2.6,7.2,68,476,Touro_A,TE,65.8,1,0,180,7.23,400.2,2788,68
BOV-01229,Fazenda Nova Aliança,Nelore,Primípara,2.7,5.7,74,387,Touro_B,IATF,76.7,1,0,45,7.47,415.76,1548,74
BOV-01230,Fazenda Boa Vista,Angus,Primípara,3.6,4.2,60,446,Touro_I,IATF + Repasse,81.8,0,0,60,8.3,481.71,2963,365
BOV-01231,Fazenda Nova Aliança,Brangus,Multípara,8.7,5.3,66,411,Touro_I,TE,73.7,1,0,180,6.69,348.89,2731,66
BOV-01232,Fazenda Santa Helena,Senepol,Multípara,4.2,5.9,68,510,Touro_J,IATF,79.5,1,0,45,7.85,474.21,2643,68
BOV-01233,Fazenda Santa Helena,Hereford,Multípara,8.6,6.2,37,451,Touro_E,IATF + Repasse,70.0,1,1,60,8.83,503.76,2734,37
BOV-01234,Fazenda Santa Helena,Angus,Multípara,10.7,4.4,69,494,Touro_J,TE,75.6,1,0,180,8.16,725.64,3212,69
BOV-01235,Fazenda São José,Brangus,Primípara,3.9,4.4,64,440,Touro_L,IATF,73.5,0,0,45,9.0,527.61,2785,365
BOV-01236,Fazenda Boa Vista,Angus,Primípara,2.8,3.3,56,396,Touro_D,IATF,74.7,1,0,45,6.28,344.48,3043,56
BOV-01237,Fazenda Nova Aliança,Angus,Multípara,8.7,6.7,79,410,Touro_I,TE,66.3,1,1,180,6.64,541.0,3264,79
BOV-01238,Fazenda São José,Nelore,Multípara,9.4,5.1,40,420,Touro_L,IATF,57.4,0,0,45,8.16,588.04,2242,365
BOV-01239,Fazenda Nova Aliança,Nelore,Primípara,2.6,5.5,60,372,Touro_J,IATF,80.4,0,0,45,8.48,508.05,2585,365
BOV-01240,Fazenda Santa Helena,Angus,Primípara,4.2,6.4,71,446,Touro_B,Monta Natural,70.5,1,0,15,8.83,612.28,2630,71
BOV-01241,Fazenda Nova Aliança,Nelore,Multípara,11.3,5.8,94,463,Touro_C,IATF,60.8,0,0,45,7.02,633.49,2494,365
BOV-01242,Fazenda Esperança,Nelore,Multípara,10.8,5.4,64,429,Touro_H,TE,71.9,1,0,180,5.46,410.11,2300,64
BOV-01243,Fazenda Esperança,Brangus,Primípara,4.1,5.2,80,460,Touro_A,IATF,74.2,0,0,45,7.46,559.32,2526,365
BOV-01244,Fazenda Esperança,Nelore,Multípara,10.0,5.6,52,438,Touro_B,IATF,72.3,1,0,45,6.84,400.26,2461,52
BOV-01245,Fazenda Esperança,Angus,Primípara,3.8,6.2,68,437,Touro_E,IATF + Repasse,73.6,0,0,60,7.37,450.05,2497,365
BOV-01246,Fazenda São José,Angus,Novilha,2.5,6.2,0,360,Touro_G,IATF + Repasse,72.6,1,0,60,9.52,393.15,2508,0
BOV-01247,Fazenda Santa Helena,Senepol,Primípara,4.1,4.5,69,421,Touro_J,TE,70.1,1,0,180,10.25,464.09,2392,69
BOV-01248,Fazenda Santa Helena,Angus,Primípara,3.8,6.0,75,453,Touro_I,Monta Natural,73.1,1,0,15,7.96,501.25,2758,75
BOV-01249,Fazenda Nova Aliança,Nelore,Novilha,2.0,7.0,0,377,Touro_C,TE,71.1,1,0,180,7.59,508.37,2190,0
BOV-01250,Fazenda São José,Angus,Multípara,7.0,3.9,52,474,Touro_K,Monta Natural,73.2,1,0,15,8.67,584.98,3117,52
BOV-01251,Fazenda Esperança,Hereford,Primípara,4.3,6.5,96,428,Touro_D,IATF + Repasse,74.4,1,0,60,8.36,534.68,2594,96
BOV-01252,Fazenda São José,Senepol,Multípara,4.1,5.9,50,431,Touro_J,IATF,75.5,0,0,45,9.29,576.7,2866,365
BOV-01253,Fazenda Santa Helena,Angus,Novilha,2.5,6.2,0,363,Touro_A,TE,69.0,1,0,180,8.48,342.98,2935,0
BOV-01254,Fazenda Santa Helena,Nelore,Novilha,2.9,6.8,0,398,Touro_L,IATF + Repasse,76.1,1,0,60,8.92,447.79,2175,0
BOV-01255,Fazenda Esperança,Senepol,Multípara,9.6,4.8,30,486,Touro_A,IATF,74.6,1,0,45,5.87,679.73,2215,30
